JJ_CTRL_1	BM_CTRL_2	BM_CTRL_3	BM_AMIL_1	BM_AMIL_2	BM_AMIL_3	BM_CTRL_1	JJ_CTRL_2	JJ_CTRL_3	JJ_AMIL_1	JJ_AMIL_2	JJ_AMIL_3	BM_TG_1	BM_TG_2	BM_TG_3	JJ_TG_1	JJ_TG_2	JJ_TG_3
ENSG00000256674	0	1	3	0	2	1	0	1	2	0	2	1	0	0	0	0	0	0
ENSG00000256678	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256682	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000256683	356	492	695	825	1160	843	300	378	235	311	437	594	571	563	714	366	535	361
ENSG00000256684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256690	1	0	0	1	3	0	1	0	3	0	1	4	4	1	2	3	3	2
ENSG00000256691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256694	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256699	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000256704	2	9	4	8	3	1	1	6	5	0	3	3	0	0	0	0	0	0
ENSG00000256705	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000256706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256708	48	46	3	2	20	9	0	2	1	1	0	2	0	0	0	0	0	0
ENSG00000256709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256712	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000256713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256720	0	0	1	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000256721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256723	2	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1
ENSG00000256725	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000256731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256732	0	0	0	0	0	1	1	0	1	1	3	1	0	0	0	0	1	0
ENSG00000256733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256737	37	39	34	14	49	27	20	56	89	10	82	66	0	0	0	0	0	0
ENSG00000256739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256742	5	12	10	15	11	9	2	3	1	1	2	2	10	5	12	1	2	3
ENSG00000256745	1907	2783	2548	2362	2659	1926	1164	1567	1022	918	1587	1648	3	1	5	0	0	1
ENSG00000256746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256747	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000256748	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256752	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000256756	12	16	21	7	13	8	5	10	7	2	10	5	0	0	0	0	0	0
ENSG00000256757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256762	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
ENSG00000256763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256771	964	1241	1866	2106	2681	1938	369	536	289	251	481	611	1260	1061	1443	349	602	375
ENSG00000256774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256797	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000256799	28	53	69	93	26	63	30	60	29	40	55	73	0	0	0	0	0	0
ENSG00000256802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256803	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000256804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256812	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0
ENSG00000256813	0	1	1	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0
ENSG00000256814	2	3	5	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
ENSG00000256815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256817	1	6	2	7	3	4	2	7	1	0	0	4	0	0	0	0	0	0
ENSG00000256818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256826	0	5	3	6	6	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000256827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256844	1	2	0	0	2	2	1	1	0	0	1	1	0	0	0	0	0	0
ENSG00000256845	4	3	0	1	3	2	5	0	0	3	1	1	0	1	0	0	0	0
ENSG00000256847	0	0	1	0	0	0	1	3	2	2	3	3	0	0	0	0	0	0
ENSG00000256849	650	765	1158	915	847	803	756	857	551	566	736	807	0	0	0	0	0	0
ENSG00000256851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256852	0	1	0	2	0	0	1	1	1	1	3	2	0	0	0	0	0	0
ENSG00000256861	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000256862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256870	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256885	3	0	2	11	14	17	4	4	4	0	4	9	2	3	6	1	6	1
ENSG00000256888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256889	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
ENSG00000256892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256894	30	42	43	37	52	35	6	3	2	14	16	10	37	34	35	1	6	2
ENSG00000256896	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256898	1	2	7	5	8	2	1	2	1	0	3	2	0	0	0	0	0	0
ENSG00000256902	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000256904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256906	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256913	2	1	0	2	1	2	63	70	52	43	55	52	3	0	0	0	0	0
ENSG00000256915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256922	4	8	9	14	13	12	0	0	0	0	0	0	7	5	7	0	0	0
ENSG00000256923	0	1	2	0	0	0	1	1	0	1	0	2	1	0	1	0	2	0
ENSG00000256925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256928	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000256929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256937	0	0	2	3	2	2	0	0	0	1	0	0	2	0	1	0	0	0
ENSG00000256940	17	15	16	19	22	15	12	20	11	15	24	17	16	7	20	6	12	11
ENSG00000256943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256944	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000256947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256948	11	14	12	1	1	2	0	0	0	0	0	0	6	4	2	0	0	0
ENSG00000256950	4	4	3	1	7	3	2	2	4	2	4	2	0	0	3	2	3	2
ENSG00000256951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256966	1	2	1	2	2	3	1	1	0	2	0	0	111	63	82	63	126	109
ENSG00000256967	0	3	2	1	1	0	0	4	1	1	2	2	1	1	4	2	4	0
ENSG00000256968	208	220	282	292	308	174	194	220	132	135	223	258	0	0	0	0	0	0
ENSG00000256969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256971	44	54	61	26	18	16	0	0	1	0	0	0	24	37	33	0	0	0
ENSG00000256972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256973	2	1	2	2	1	1	1	0	0	0	1	0	1	1	4	1	1	0
ENSG00000256974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256975	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256980	0	1	1	12	16	9	1	0	0	1	0	0	2	3	2	1	1	0
ENSG00000256981	0	0	0	0	0	0	1	2	0	0	0	2	1	0	2	3	6	7
ENSG00000256982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256984	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1
ENSG00000256986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256987	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000256988	3	4	3	3	0	1	1	0	0	0	0	1	1	1	3	0	0	0
ENSG00000256989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256995	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	2	1	0
ENSG00000257000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257002	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257008	6	5	9	0	1	0	0	0	0	0	0	0	1	2	3	0	0	0
ENSG00000257009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257017	0	0	0	3	6	3	0	0	0	0	0	0	1	2	1	0	0	0
ENSG00000257019	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257023	0	0	0	0	0	1	0	1	0	0	1	0	2	0	1	0	0	0
ENSG00000257025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257027	109	137	228	715	748	580	23	44	34	72	132	183	222	215	302	61	156	73
ENSG00000257028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257035	0	0	2	1	5	3	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000257037	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0
ENSG00000257038	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000257040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257042	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000257043	5	14	13	21	13	2	7	21	8	8	17	26	0	0	0	0	0	0
ENSG00000257045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257052	7	13	18	8	16	9	19	30	11	11	15	14	18	13	24	27	31	23
ENSG00000257053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257057	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000257058	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	1	0
ENSG00000257060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257069	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	0	1
ENSG00000257070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257074	2	4	11	2	1	5	2	3	2	0	1	2	3	0	2	1	1	2
ENSG00000257075	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257084	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000257086	10	38	33	21	24	16	21	33	43	29	57	49	7	8	6	14	15	19
ENSG00000257087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257093	4554	6383	8701	6327	5841	3904	1700	2481	1785	1045	2021	2043	6695	5976	7302	1220	2558	1684
ENSG00000257094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257103	8221	10725	13683	18047	22699	15980	6060	7854	5154	6582	10931	11696	10782	8755	11131	5959	10267	7359
ENSG00000257105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257108	145	189	177	55	35	11	11	18	15	4	8	19	187	142	158	19	17	15
ENSG00000257109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257121	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000257122	125	264	261	115	160	107	251	348	220	171	247	297	200	135	181	229	366	267
ENSG00000257124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257127	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000257128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257135	7	6	13	25	10	10	20	43	31	41	55	52	19	22	18	24	68	41
ENSG00000257137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257138	4	3	2	2	3	0	0	0	0	0	0	0	6	0	2	0	0	0
ENSG00000257139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257141	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257151	156	235	323	285	407	314	16	17	8	8	18	16	188	181	224	5	9	9
ENSG00000257155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257159	1	3	1	2	4	0	0	0	0	0	0	1	2	4	4	0	0	0
ENSG00000257162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257167	1183	1246	1479	365	383	216	461	591	331	297	522	515	564	345	555	200	330	186
ENSG00000257169	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257173	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
ENSG00000257175	85	105	137	149	84	58	105	134	90	70	120	104	0	1	1	0	0	0
ENSG00000257176	1	3	4	13	11	11	12	14	8	16	18	31	10	11	8	13	27	15
ENSG00000257178	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257179	1	0	1	1	0	1	3	1	0	0	0	1	0	0	1	0	1	0
ENSG00000257180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257181	0	3	7	1	6	1	0	2	1	1	1	1	0	2	2	0	2	1
ENSG00000257183	2	0	3	3	3	1	0	0	0	0	1	0	0	1	2	0	0	0
ENSG00000257184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257185	0	0	0	2	2	1	1	1	0	0	3	2	0	0	0	0	2	0
ENSG00000257191	0	0	0	0	0	0	1	3	4	2	2	1	0	0	0	0	2	1
ENSG00000257193	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257195	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257199	0	2	1	1	0	0	1	3	1	0	1	2	0	0	0	0	1	0
ENSG00000257202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257207	0	0	0	0	1	0	0	0	0	0	0	0	94	74	92	12	30	24
ENSG00000257210	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257218	2515	3468	4243	3125	3333	2286	1081	1330	992	1068	1724	1915	2297	1962	2580	1009	1612	1269
ENSG00000257219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257221	20	22	49	27	28	20	56	75	70	36	68	84	20	9	21	93	118	105
ENSG00000257222	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257225	1	0	0	0	0	2	2	1	2	5	10	17	0	0	0	1	2	1
ENSG00000257226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257231	1	2	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	1
ENSG00000257235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257242	0	3	2	9	18	18	2	3	2	0	1	7	0	7	4	1	4	1
ENSG00000257243	4	1	4	6	6	1	1	8	2	0	2	5	2	0	0	0	2	1
ENSG00000257246	1	3	2	2	1	0	0	0	0	0	0	0	2	1	2	0	2	0
ENSG00000257252	0	0	1	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000257253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257259	0	0	0	0	0	0	1	2	1	5	7	8	0	0	0	6	6	3
ENSG00000257261	23	36	42	14	16	9	89	129	71	57	101	76	22	23	32	77	138	85
ENSG00000257262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257264	1	1	2	1	1	0	1	0	0	0	0	2	2	3	1	0	0	0
ENSG00000257265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257267	1665	2245	2844	3386	3725	2763	1818	2295	1601	1816	3167	3402	2922	2602	3006	2433	4139	2740
ENSG00000257268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257270	3	2	0	9	5	6	1	0	1	2	1	0	2	2	5	1	0	0
ENSG00000257271	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257275	0	0	1	6	2	3	0	0	0	0	0	0	2	3	6	0	0	0
ENSG00000257277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257279	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	2	4	0
ENSG00000257281	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257285	5	7	10	1	1	0	2	4	2	1	6	3	12	7	16	3	14	8
ENSG00000257286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
